,Aluekoodi,Alue,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
45,293,Pohjois-Haaga,12297.0,12180.0,11999.0,11714.0,11465.0,11268.0,11240.0,11011.0,10752.0,10478.0,10515.0,10944.0,11952.0,11022.0,10821.0,11064.0,10669.0,11022.0,10947.0,10705.0,10622.0,10431.0,10250.0,10106.0,9944.0,9838.0,9640.0,9444.0,9275.0,9099.0,8960.0,8900.0,8810.0,8712.0,8806.0,8927.0,8869.0,8816.0,8768.0,8699.0,8768.0,8671.0,8588.0,8466.0,8537.0,8691.0,8689.0,8694.0,8724.0,9075.0,9333.0,9197.0,9273.0,9469.0,9450.0,9610.0,9672.0,9621.0,9641.0,9616.0,9439.0,9180.0
46,294,Lassila,371.0,376.0,378.0,397.0,369.0,366.0,362.0,352.0,341.0,329.0,317.0,311.0,268.0,799.0,1092.0,955.0,1153.0,1642.0,1880.0,2709.0,3514.0,3972.0,4325.0,4708.0,4771.0,5109.0,5123.0,5057.0,4967.0,4928.0,4900.0,4835.0,4844.0,4868.0,4850.0,4794.0,4742.0,4588.0,4538.0,4467.0,4368.0,4313.0,4242.0,4089.0,4001.0,4034.0,4078.0,4154.0,4172.0,4235.0,4236.0,4419.0,4418.0,4455.0,4442.0,4487.0,4553.0,4725.0,4473.0,4644.0,4633.0,4657.0
47,204,Pitäjänmäki,9041.0,9924.0,11296.0,12049.0,12416.0,12396.0,12419.0,12521.0,12845.0,13094.0,13166.0,12717.0,12990.0,12836.0,12570.0,12220.0,12325.0,12544.0,12848.0,13177.0,13216.0,13163.0,13070.0,12952.0,13166.0,13151.0,13109.0,12855.0,12571.0,12448.0,12265.0,12037.0,12007.0,11975.0,12000.0,11870.0,13116.0,14407.0,14948.0,14958.0,15217.0,14992.0,14719.0,14894.0,14967.0,14895.0,15159.0,15334.0,15465.0,15502.0,16565.0,17064.0,17406.0,17696.0,17923.0,18016.0,18122.0,18455.0,18478.0,18240.0,18322.0,18578.0
48,320,Konala,1562.0,2421.0,3443.0,4258.0,4332.0,4349.0,4344.0,4552.0,5041.0,5431.0,5467.0,5377.0,5250.0,5022.0,4892.0,4745.0,4618.0,4532.0,4888.0,5007.0,4939.0,4977.0,4975.0,4999.0,5342.0,5320.0,5234.0,5172.0,5068.0,5058.0,4872.0,4872.0,4869.0,4888.0,4822.0,4822.0,4762.0,4737.0,4647.0,4584.0,4545.0,4525.0,4450.0,4761.0,4775.0,4771.0,4809.0,4859.0,4838.0,4862.0,5529.0,5835.0,6086.0,6134.0,6197.0,6229.0,6316.0,6498.0,6438.0,6352.0,6536.0,6504.0
49,461,Pajamäki,3570.0,3516.0,3532.0,3445.0,3329.0,3314.0,3230.0,3134.0,3075.0,3035.0,2931.0,2838.0,2767.0,2662.0,2604.0,2520.0,2471.0,2402.0,2339.0,2259.0,2225.0,2185.0,2127.0,2072.0,2014.0,2009.0,2024.0,1957.0,1915.0,1861.0,1848.0,1799.0,1779.0,1757.0,1727.0,1702.0,1754.0,1789.0,1938.0,1948.0,1944.0,1932.0,1889.0,1823.0,1807.0,1809.0,1802.0,1841.0,1846.0,1853.0,1843.0,1862.0,1820.0,1830.0,1875.0,1868.0,1825.0,1868.0,1858.0,1884.0,1855.0,1864.0
50,462,Tali,64.0,62.0,69.0,66.0,58.0,47.0,41.0,32.0,26.0,22.0,16.0,15.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,5.0,5.0,1.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,167.0,804.0,1180.0,1168.0,1154.0,1142.0,1106.0,1075.0,1078.0,1070.0,1078.0,1105.0,1111.0,1103.0,1099.0,1090.0,1084.0,1106.0,1090.0,1064.0,1032.0,1049.0,995.0,991.0,968.0,1000.0
51,463,Reimarla,2515.0,2579.0,2822.0,2825.0,3254.0,3242.0,3364.0,3434.0,3336.0,3230.0,3405.0,3196.0,3782.0,4068.0,4017.0,3971.0,4254.0,4668.0,4711.0,5030.0,5084.0,5037.0,5038.0,4953.0,4866.0,4879.0,4940.0,4826.0,4767.0,4716.0,4750.0,4623.0,4680.0,4723.0,4868.0,4797.0,4776.0,4772.0,4882.0,4802.0,4706.0,4615.0,4517.0,4512.0,4575.0,4548.0,4698.0,4645.0,4711.0,4714.0,4770.0,4826.0,4782.0,4944.0,5078.0,5050.0,5070.0,5160.0,5230.0,4989.0,4826.0,4981.0
52,464,Marttila,651.0,610.0,605.0,617.0,579.0,568.0,556.0,553.0,534.0,528.0,511.0,482.0,451.0,440.0,420.0,402.0,407.0,405.0,385.0,376.0,381.0,385.0,383.0,372.0,364.0,369.0,362.0,372.0,367.0,362.0,348.0,336.0,328.0,339.0,341.0,335.0,362.0,355.0,357.0,373.0,376.0,375.0,382.0,379.0,367.0,362.0,357.0,362.0,361.0,353.0,339.0,346.0,321.0,323.0,347.0,343.0,336.0,324.0,319.0,315.0,310.0,313.0
53,465,Pitäjänmäen yritysalue,679.0,736.0,825.0,838.0,864.0,876.0,884.0,816.0,833.0,848.0,836.0,809.0,731.0,635.0,629.0,573.0,566.0,528.0,516.0,497.0,580.0,574.0,542.0,555.0,573.0,565.0,541.0,520.0,447.0,444.0,439.0,399.0,343.0,260.0,237.0,206.0,1295.0,1950.0,1944.0,2083.0,2492.0,2403.0,2375.0,2344.0,2365.0,2335.0,2415.0,2522.0,2598.0,2617.0,2985.0,3105.0,3313.0,3359.0,3336.0,3462.0,3543.0,3556.0,3638.0,3709.0,3827.0,3916.0
54,205,Kaarela,10320.0,11689.0,11742.0,11961.0,11773.0,11533.0,11331.0,11202.0,10971.0,10849.0,10496.0,10097.0,10173.0,12280.0,13315.0,14178.0,15734.0,17924.0,18440.0,18993.0,19867.0,20703.0,21274.0,21954.0,22983.0,24055.0,24889.0,25066.0,25338.0,25871.0,26411.0,26524.0,26773.0,26684.0,26696.0,26314.0,26178.0,25952.0,26079.0,26303.0,26397.0,26386.0,26559.0,26127.0,26107.0,26314.0,26414.0,26802.0,26925.0,26729.0,26949.0,26911.0,26919.0,27220.0,27357.0,27792.0,28195.0,28788.0,29986.0,30222.0,30500.0,31047.0
55,331,Kannelmäki,6737.0,7717.0,7813.0,8420.0,8322.0,8138.0,8015.0,7911.0,7722.0,7673.0,7440.0,7127.0,7318.0,9510.0,10683.0,11519.0,12798.0,14146.0,14163.0,14298.0,14614.0,14345.0,14274.0,14032.0,13772.0,13666.0,13542.0,13384.0,13219.0,13266.0,13305.0,13261.0,13243.0,13094.0,13053.0,12783.0,12661.0,12481.0,12381.0,12761.0,12743.0,12667.0,12716.0,12509.0,12488.0,12365.0,12505.0,12770.0,12851.0,12693.0,12913.0,12958.0,13031.0,13157.0,13141.0,13296.0,13272.0,12979.0,12899.0,12774.0,12690.0,12930.0
56,332,Maununneva,1831.0,2203.0,2217.0,1847.0,1797.0,1776.0,1740.0,1707.0,1699.0,1687.0,1607.0,1515.0,1463.0,1440.0,1376.0,1377.0,1493.0,1464.0,1475.0,1489.0,1506.0,1590.0,1669.0,1735.0,1748.0,1745.0,1800.0,1831.0,1844.0,1854.0,1889.0,1923.0,1955.0,1969.0,1943.0,1957.0,1989.0,2027.0,2098.0,2083.0,2180.0,2429.0,2441.0,2448.0,2454.0,2486.0,2501.0,2496.0,2562.0,2553.0,2568.0,2566.0,2567.0,2655.0,2702.0,2667.0,2701.0,2655.0,2647.0,2666.0,2569.0,2601.0
57,333,Malminkartano,131.0,141.0,140.0,211.0,208.0,202.0,193.0,194.0,173.0,187.0,177.0,203.0,179.0,165.0,144.0,204.0,404.0,1298.0,1806.0,2231.0,2775.0,3741.0,4179.0,4753.0,5655.0,6623.0,7237.0,7442.0,7797.0,8200.0,8395.0,8453.0,8669.0,8730.0,8766.0,8678.0,8615.0,8580.0,8702.0,8556.0,8538.0,8382.0,8481.0,8290.0,8294.0,8536.0,8538.0,8640.0,8600.0,8597.0,8613.0,8574.0,8495.0,8537.0,8693.0,8710.0,8538.0,9018.0,9179.0,8701.0,8740.0,8912.0
58,334,Hakuninmaa,1621.0,1628.0,1572.0,1483.0,1446.0,1417.0,1383.0,1390.0,1377.0,1302.0,1272.0,1252.0,1213.0,1165.0,1112.0,1078.0,1039.0,1016.0,996.0,975.0,972.0,1027.0,1152.0,1434.0,1808.0,2021.0,2310.0,2409.0,2478.0,2551.0,2822.0,2887.0,2906.0,2891.0,2934.0,2896.0,2913.0,2864.0,2898.0,2903.0,2936.0,2908.0,2921.0,2880.0,2871.0,2927.0,2769.0,2793.0,2812.0,2788.0,2753.0,2708.0,2719.0,2769.0,2716.0,2754.0,2771.0,2737.0,2766.0,2743.0,2688.0,2552.0
59,335,Kuninkaantammi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,103.0,100.0,98.0,102.0,105.0,107.0,102.0,105.0,271.0,625.0,1079.0,2118.0,2867.0,3157.0,3308.0
60,336,Honkasuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,288.0,320.0,377.0,471.0,656.0,744.0
61,3,Keskinen suurpiiri,108818.0,111074.0,111461.0,109376.0,106115.0,103430.0,101428.0,99297.0,97611.0,95446.0,92483.0,91633.0,89500.0,87908.0,86400.0,84014.0,82093.0,79860.0,77865.0,76673.0,75950.0,75683.0,75118.0,75440.0,75047.0,75032.0,74760.0,74093.0,73129.0,73125.0,72030.0,70471.0,70866.0,70738.0,71725.0,71827.0,72544.0,72700.0,73252.0,73016.0,73106.0,72786.0,73043.0,73030.0,73739.0,74180.0,75223.0,76677.0,78561.0,80268.0,82000.0,84668.0,87022.0,88651.0,90737.0,91955.0,92618.0,93534.0,94793.0,96548.0,98640.0,101324.0
62,301,Kallio,42268.0,42508.0,42600.0,41676.0,40106.0,38869.0,38561.0,37523.0,36687.0,35972.0,34568.0,33957.0,33175.0,32187.0,31139.0,30231.0,29298.0,28532.0,27818.0,28116.0,27417.0,27044.0,26280.0,26366.0,26082.0,25942.0,25509.0,25090.0,24700.0,24671.0,24422.0,23989.0,24185.0,24208.0,24347.0,24405.0,24674.0,24765.0,25255.0,25558.0,25419.0,25223.0,25031.0,24865.0,24807.0,24865.0,25083.0,25376.0,25606.0,25919.0,26300.0,27051.0,27674.0,28334.0,29068.0,29175.0,29373.0,29703.0,31188.0,32420.0,33615.0,34804.0
63,100,Sörnäinen (vuoteen 2012),5363.0,5041.0,4947.0,4760.0,4912.0,4918.0,4816.0,4676.0,4547.0,4488.0,4212.0,4123.0,4456.0,4675.0,4739.0,4713.0,4646.0,4641.0,4669.0,5211.0,5102.0,5021.0,5149.0,5085.0,5299.0,5207.0,5241.0,5226.0,5281.0,5331.0,5359.0,5204.0,5409.0,5577.0,5739.0,5509.0,5502.0,5727.0,6531.0,6867.0,6946.0,7033.0,7052.0,6987.0,6951.0,6948.0,6969.0,7038.0,7103.0,7109.0,7270.0,7353.0,7342.0,7391.0,7501.0,7454.0,,,,,,
64,101,Vilhonvuori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.0,1141.0,1580.0,2133.0,2381.0,7287.0,7386.0,7272.0,7177.0,6996.0,6845.0
65,102,Kalasatama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522.0,2898.0,3405.0,4632.0,5671.0,6949.0
66,103,Sompasaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,1178.0,1846.0,2552.0,2690.0
67,103,Hanasaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,111,Siltasaari,5705.0,5671.0,5650.0,5498.0,4949.0,4747.0,4731.0,4464.0,4398.0,4166.0,4258.0,4305.0,4085.0,3575.0,3394.0,3252.0,3062.0,2985.0,2945.0,2868.0,2757.0,2694.0,2639.0,2641.0,2527.0,2493.0,2490.0,2432.0,2371.0,2353.0,2349.0,2308.0,2287.0,2283.0,2331.0,2821.0,2837.0,2842.0,2299.0,2321.0,2291.0,2287.0,2269.0,2266.0,2276.0,2266.0,2297.0,2286.0,2235.0,2293.0,2347.0,2346.0,2378.0,2431.0,2458.0,2471.0,2563.0,2546.0,2533.0,2399.0,2342.0,2363.0
69,112,Linjat,16763.0,17861.0,18263.0,18166.0,17411.0,16749.0,16727.0,16275.0,15902.0,15610.0,14891.0,14535.0,14012.0,13725.0,13178.0,12684.0,12297.0,12035.0,11563.0,11313.0,10969.0,10848.0,10425.0,10417.0,10187.0,10209.0,10018.0,9905.0,9726.0,9653.0,9509.0,9329.0,9349.0,9274.0,9233.0,9134.0,9309.0,9155.0,9426.0,9356.0,9194.0,9030.0,8933.0,8870.0,8860.0,8922.0,8957.0,9183.0,9335.0,9539.0,9517.0,9675.0,9702.0,9760.0,9914.0,9885.0,9884.0,9677.0,9695.0,9562.0,9337.0,9222.0
70,113,Torkkelinmäki,14437.0,13935.0,13740.0,13252.0,12834.0,12455.0,12287.0,12108.0,11840.0,11708.0,11207.0,10994.0,10622.0,10212.0,9828.0,9582.0,9293.0,8871.0,8641.0,8724.0,8589.0,8481.0,8067.0,8223.0,8069.0,8033.0,7760.0,7527.0,7322.0,7334.0,7205.0,7148.0,7140.0,7074.0,7044.0,6941.0,7026.0,7041.0,6999.0,7014.0,6988.0,6873.0,6777.0,6742.0,6720.0,6729.0,6860.0,6869.0,6933.0,6978.0,7166.0,7079.0,7111.0,7172.0,7062.0,6984.0,7117.0,7122.0,7105.0,6804.0,6717.0,6735.0
71,302,Alppiharju,20740.0,21938.0,23032.0,23195.0,22439.0,22048.0,21724.0,20990.0,20886.0,20341.0,19873.0,19616.0,18659.0,17737.0,17001.0,16444.0,15797.0,15309.0,14731.0,14367.0,13982.0,13765.0,13293.0,13191.0,13157.0,13244.0,12995.0,12712.0,12452.0,12277.0,12115.0,11803.0,11847.0,11846.0,11781.0,11787.0,11810.0,11795.0,11875.0,11918.0,11853.0,11800.0,11663.0,11481.0,11499.0,11522.0,11497.0,11596.0,11731.0,11687.0,11818.0,11916.0,12030.0,11727.0,11937.0,12089.0,12177.0,12043.0,12041.0,11940.0,11653.0,11590.0
72,121,Harju,12832.0,12980.0,14005.0,14238.0,13827.0,13582.0,13476.0,13032.0,13024.0,12534.0,12380.0,12245.0,11742.0,11115.0,10674.0,10309.0,9750.0,9506.0,9166.0,8938.0,8689.0,8534.0,8191.0,8099.0,8190.0,8264.0,8202.0,8081.0,7880.0,7729.0,7620.0,7409.0,7514.0,7516.0,7425.0,7464.0,7476.0,7549.0,7568.0,7616.0,7509.0,7444.0,7334.0,7237.0,7230.0,7259.0,7221.0,7335.0,7393.0,7372.0,7439.0,7471.0,7576.0,7392.0,7485.0,7553.0,7610.0,7513.0,7473.0,7462.0,7262.0,7244.0
73,122,Alppila,7908.0,8958.0,9027.0,8957.0,8612.0,8466.0,8248.0,7958.0,7862.0,7807.0,7493.0,7371.0,6917.0,6622.0,6327.0,6135.0,6047.0,5803.0,5565.0,5429.0,5293.0,5231.0,5102.0,5092.0,4967.0,4980.0,4793.0,4631.0,4572.0,4548.0,4495.0,4394.0,4333.0,4330.0,4356.0,4323.0,4334.0,4246.0,4307.0,4302.0,4344.0,4356.0,4329.0,4244.0,4269.0,4263.0,4276.0,4261.0,4338.0,4315.0,4379.0,4445.0,4454.0,4335.0,4452.0,4536.0,4567.0,4530.0,4568.0,4478.0,4391.0,4346.0
74,303,Vallila,19797.0,19707.0,19482.0,19001.0,18632.0,18155.0,17731.0,17442.0,17127.0,16853.0,16114.0,15618.0,15110.0,14459.0,13966.0,13248.0,12969.0,12738.0,12343.0,11749.0,11577.0,11348.0,11088.0,10928.0,10658.0,10464.0,10216.0,10116.0,10010.0,10029.0,9940.0,9792.0,9830.0,9741.0,10471.0,10737.0,10972.0,11170.0,11091.0,10870.0,11003.0,10889.0,10805.0,10716.0,10662.0,10653.0,10822.0,11356.0,12306.0,12586.0,13239.0,13514.0,14419.0,15123.0,15651.0,16431.0,16532.0,16731.0,16868.0,16851.0,16771.0,16916.0
75,210,Hermanni (vuoteen 2012),5378.0,5407.0,5469.0,5293.0,5068.0,4854.0,4656.0,4517.0,4470.0,4482.0,4157.0,4032.0,3877.0,3794.0,3633.0,3535.0,3458.0,3340.0,3272.0,3138.0,3087.0,3040.0,3080.0,3048.0,2893.0,2794.0,2752.0,2696.0,2632.0,2594.0,2557.0,2602.0,2568.0,2489.0,3221.0,3366.0,3566.0,3604.0,3588.0,3527.0,3503.0,3407.0,3412.0,3386.0,3489.0,3501.0,3580.0,3825.0,4533.0,4665.0,5124.0,,,,,,,,,,,
76,211,Hermanninmäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292.0,5617.0,5858.0,6019.0,6112.0,6073.0,6036.0,6019.0,5972.0,5811.0,5795.0
77,212,Hermanninranta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,213,Kyläsaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,213.0,306.0,306.0,306.0,319.0,320.0,418.0,417.0,410.0,407.0
79,220,Vallila,14419.0,14300.0,14013.0,13708.0,13564.0,13301.0,13075.0,12925.0,12657.0,12371.0,11957.0,11586.0,11233.0,10665.0,10333.0,9713.0,9511.0,9398.0,9071.0,8611.0,8490.0,8308.0,8008.0,7880.0,7765.0,7670.0,7464.0,7420.0,7378.0,7435.0,7383.0,7190.0,7262.0,7252.0,7250.0,7371.0,7406.0,7566.0,7503.0,7343.0,7500.0,7482.0,7393.0,7330.0,7173.0,7152.0,7242.0,7531.0,7773.0,7921.0,8115.0,8186.0,8589.0,8959.0,9326.0,10013.0,10140.0,10375.0,10431.0,10462.0,10550.0,10714.0
80,304,Pasila,2325.0,2246.0,2261.0,2143.0,2073.0,1907.0,1777.0,1799.0,1787.0,1726.0,1666.0,1570.0,1425.0,3210.0,4738.0,5065.0,5386.0,5257.0,5149.0,5205.0,5832.0,6734.0,7892.0,8388.0,8707.0,9265.0,9687.0,9657.0,9669.0,9625.0,9355.0,9174.0,9148.0,9158.0,9142.0,9079.0,8967.0,8650.0,8591.0,8435.0,8351.0,8244.0,8127.0,8078.0,8338.0,8213.0,8276.0,8376.0,8484.0,8601.0,8588.0,8866.0,9184.0,9182.0,9219.0,9188.0,9377.0,9609.0,9537.0,10298.0,11239.0,12676.0
81,171,Länsi-Pasila,,,,,,,,,,,,,1425.0,885.0,727.0,599.0,506.0,267.0,181.0,296.0,968.0,1904.0,3162.0,3756.0,4148.0,4803.0,5295.0,5293.0,5434.0,5468.0,5309.0,5197.0,5173.0,5156.0,5101.0,5035.0,4942.0,4828.0,4812.0,4761.0,4657.0,4568.0,4464.0,4414.0,4381.0,4308.0,4308.0,4368.0,4485.0,4558.0,4630.0,4826.0,5107.0,5105.0,5093.0,5103.0,5235.0,5627.0,5574.0,5635.0,5517.0,5413.0
82,172,Pohjois-Pasila,,,,,,,,,,,,,,,16.0,10.0,22.0,17.0,5.0,5.0,4.0,4.0,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,110.0,929.0,2081.0
83,173,Itä-Pasila,,,,,,,,,,,,,,2041.0,3738.0,4211.0,4622.0,4867.0,4852.0,4832.0,4789.0,4740.0,4636.0,4554.0,4482.0,4405.0,4284.0,4209.0,4075.0,3994.0,3889.0,3823.0,3820.0,3866.0,3894.0,3911.0,3883.0,3685.0,3631.0,3535.0,3561.0,3541.0,3524.0,3534.0,3816.0,3771.0,3833.0,3868.0,3863.0,3904.0,3816.0,3908.0,3946.0,3944.0,3994.0,3960.0,4009.0,3940.0,3879.0,3904.0,3751.0,3656.0
84,174,Keski-Pasila,,,,,,,,,,,,,,284.0,257.0,245.0,236.0,106.0,111.0,72.0,71.0,86.0,94.0,78.0,77.0,57.0,108.0,155.0,160.0,163.0,156.0,154.0,153.0,136.0,146.0,133.0,142.0,137.0,148.0,139.0,133.0,135.0,139.0,130.0,141.0,134.0,135.0,140.0,136.0,139.0,142.0,132.0,131.0,133.0,132.0,125.0,133.0,42.0,84.0,649.0,1042.0,1526.0
85,305,Vanhakaupunki,23688.0,24675.0,24086.0,23361.0,22865.0,22451.0,21635.0,21543.0,21124.0,20554.0,20262.0,20872.0,21131.0,20315.0,19556.0,19026.0,18643.0,18024.0,17824.0,17236.0,17142.0,16792.0,16565.0,16567.0,16443.0,16117.0,16353.0,16518.0,16298.0,16523.0,16198.0,15713.0,15856.0,15785.0,15984.0,15819.0,16121.0,16320.0,16440.0,16235.0,16480.0,16630.0,17417.0,17890.0,18433.0,18927.0,19545.0,19973.0,20434.0,21475.0,22055.0,23321.0,23715.0,24285.0,24862.0,25072.0,25159.0,25448.0,25159.0,25039.0,25362.0,25338.0
86,231,Toukola,3066.0,3018.0,2906.0,2819.0,2811.0,2792.0,2729.0,2646.0,2637.0,2579.0,2518.0,2473.0,2350.0,2245.0,2172.0,2106.0,1991.0,1917.0,1945.0,1903.0,1938.0,2001.0,1750.0,1784.0,1768.0,1755.0,1725.0,1686.0,1665.0,1617.0,1648.0,1562.0,1492.0,1476.0,1472.0,1444.0,1443.0,1439.0,1454.0,1432.0,1654.0,1881.0,2677.0,3177.0,3821.0,4278.0,1411.0,1426.0,1433.0,1403.0,1440.0,1440.0,1484.0,1493.0,1506.0,1503.0,1485.0,1478.0,1494.0,1452.0,1456.0,1426.0
87,232,Arabianranta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190.0,3547.0,4201.0,4906.0,5342.0,6086.0,6340.0,6648.0,7271.0,7501.0,7494.0,7452.0,7371.0,7298.0,7245.0,7278.0
88,240,Kumpula,4086.0,3916.0,3904.0,3636.0,3483.0,3404.0,3235.0,3158.0,3185.0,3196.0,3210.0,3299.0,3194.0,2949.0,2714.0,2524.0,2254.0,2083.0,2276.0,2225.0,2209.0,2079.0,1946.0,2047.0,2169.0,1920.0,2261.0,2790.0,2834.0,3370.0,3300.0,3275.0,3311.0,3438.0,3458.0,3437.0,3596.0,3683.0,3659.0,3591.0,3522.0,3595.0,3589.0,3681.0,3715.0,3757.0,3817.0,3829.0,3737.0,3883.0,3891.0,3924.0,4033.0,3941.0,3838.0,3895.0,3949.0,4397.0,4372.0,4305.0,4151.0,4115.0
89,250,Käpylä,13334.0,13103.0,12838.0,12499.0,12167.0,11939.0,11629.0,11501.0,11318.0,11015.0,10704.0,10245.0,9906.0,9345.0,9088.0,8930.0,8942.0,8781.0,8473.0,8095.0,8243.0,8128.0,8123.0,8063.0,7946.0,7886.0,7788.0,7676.0,7577.0,7469.0,7346.0,7225.0,7421.0,7352.0,7642.0,7540.0,7538.0,7621.0,7753.0,7754.0,7716.0,7659.0,7637.0,7563.0,7574.0,7599.0,7670.0,7650.0,7534.0,7643.0,7696.0,7765.0,7715.0,8089.0,8114.0,8051.0,8073.0,7996.0,7788.0,7787.0,7806.0,7732.0
90,260,Koskela,2660.0,4100.0,3901.0,3907.0,3906.0,3809.0,3539.0,3737.0,3489.0,3287.0,3369.0,4409.0,5251.0,5367.0,5185.0,5077.0,5084.0,4885.0,4781.0,4681.0,4428.0,4275.0,4445.0,4374.0,4259.0,4210.0,4138.0,3951.0,3814.0,3644.0,3504.0,3241.0,3236.0,3221.0,3155.0,3162.0,3310.0,3346.0,3330.0,3216.0,3347.0,3258.0,3289.0,3238.0,3091.0,3072.0,3261.0,3304.0,3307.0,3295.0,3325.0,3312.0,3344.0,3325.0,3336.0,3339.0,3349.0,3337.0,3328.0,3389.0,3913.0,4022.0
91,270,Vanhakaupunki,542.0,538.0,537.0,500.0,498.0,507.0,503.0,501.0,495.0,477.0,461.0,446.0,430.0,409.0,397.0,389.0,372.0,358.0,349.0,332.0,324.0,309.0,301.0,299.0,301.0,346.0,441.0,415.0,408.0,423.0,400.0,410.0,396.0,298.0,257.0,236.0,234.0,231.0,244.0,242.0,241.0,237.0,225.0,231.0,232.0,221.0,196.0,217.0,222.0,345.0,361.0,794.0,799.0,789.0,797.0,783.0,809.0,788.0,806.0,808.0,791.0,765.0
92,4,Pohjoinen suurpiiri,31088.0,32175.0,34886.0,36215.0,36893.0,36982.0,37968.0,37854.0,37343.0,36404.0,37708.0,39775.0,40286.0,39222.0,38774.0,38311.0,38152.0,37987.0,37873.0,38073.0,37991.0,38697.0,38761.0,38607.0,39180.0,39853.0,40327.0,40752.0,40397.0,40340.0,40153.0,39895.0,39967.0,39543.0,39643.0,39933.0,40675.0,41199.0,41250.0,41305.0,41333.0,41248.0,41343.0,41035.0,40957.0,40884.0,40806.0,41058.0,41164.0,41221.0,41306.0,41518.0,41797.0,42218.0,42723.0,42768.0,43112.0,42878.0,43340.0,43288.0,42973.0,43188.0
93,401,Maunula,12755.0,13551.0,14912.0,14794.0,14523.0,14378.0,14567.0,14298.0,13976.0,12816.0,13482.0,14834.0,14367.0,13957.0,13614.0,13287.0,12846.0,12468.0,12098.0,11810.0,11583.0,11253.0,11110.0,10789.0,10662.0,10561.0,10311.0,10110.0,9860.0,9684.0,9504.0,9199.0,9162.0,9149.0,9036.0,9027.0,9042.0,9084.0,8984.0,8988.0,8924.0,8771.0,8699.0,8571.0,8550.0,8555.0,8506.0,8579.0,8584.0,8648.0,8661.0,8500.0,8523.0,8777.0,9001.0,8971.0,9086.0,9030.0,9034.0,9244.0,8999.0,8882.0
