,Aluekoodi,Alue,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
94,281,Pirkkola,859.0,811.0,770.0,774.0,760.0,770.0,759.0,735.0,737.0,689.0,669.0,659.0,655.0,652.0,643.0,627.0,626.0,600.0,582.0,580.0,562.0,560.0,568.0,524.0,529.0,533.0,518.0,520.0,509.0,499.0,506.0,530.0,528.0,516.0,503.0,520.0,526.0,535.0,546.0,562.0,547.0,535.0,536.0,528.0,518.0,509.0,497.0,498.0,482.0,491.0,472.0,472.0,474.0,470.0,493.0,486.0,485.0,477.0,474.0,481.0,482.0,468.0
95,282,Maunula,10699.0,11571.0,12956.0,12878.0,12672.0,12527.0,12719.0,12451.0,12100.0,10996.0,11665.0,13102.0,12659.0,12198.0,11897.0,11627.0,11212.0,10895.0,10567.0,10314.0,10096.0,9803.0,9637.0,9379.0,9220.0,9121.0,8878.0,8688.0,8463.0,8302.0,8131.0,7797.0,7757.0,7705.0,7578.0,7521.0,7544.0,7548.0,7434.0,7419.0,7372.0,7251.0,7149.0,7034.0,7023.0,7036.0,6980.0,7047.0,7044.0,7062.0,7102.0,6942.0,6974.0,7228.0,7425.0,7389.0,7524.0,7476.0,7500.0,7655.0,7389.0,7266.0
96,283,Metsälä,1197.0,1169.0,1186.0,1142.0,1091.0,1081.0,1089.0,1112.0,1139.0,1131.0,1148.0,1073.0,1053.0,1095.0,1059.0,1018.0,992.0,957.0,931.0,895.0,892.0,858.0,885.0,879.0,906.0,903.0,909.0,897.0,883.0,877.0,860.0,867.0,870.0,922.0,952.0,983.0,969.0,997.0,999.0,1002.0,1000.0,980.0,1010.0,1005.0,1005.0,1006.0,1027.0,1033.0,1057.0,1093.0,1084.0,1086.0,1075.0,1079.0,1083.0,1096.0,1076.0,1077.0,1060.0,1108.0,1128.0,1148.0
97,286,Maunulanpuisto,,,,,,,,,,,,,,12.0,15.0,15.0,16.0,16.0,18.0,21.0,33.0,32.0,20.0,7.0,7.0,4.0,6.0,5.0,5.0,6.0,7.0,5.0,7.0,6.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,,,,,,1.0,,,,,
98,402,Länsi-Pakila,4879.0,5082.0,5243.0,5274.0,5373.0,5454.0,5677.0,5632.0,5826.0,6031.0,6519.0,6503.0,6522.0,6481.0,6392.0,6317.0,6241.0,6123.0,6025.0,6035.0,6016.0,6112.0,6012.0,5864.0,6094.0,6249.0,6443.0,6443.0,6402.0,6407.0,6466.0,6383.0,6462.0,6444.0,6496.0,6485.0,6565.0,6374.0,6403.0,6485.0,6522.0,6474.0,6464.0,6464.0,6535.0,6556.0,6490.0,6588.0,6587.0,6623.0,6729.0,6867.0,6874.0,6945.0,7034.0,6984.0,7033.0,6987.0,7008.0,7001.0,7053.0,7073.0
99,341,Länsi-Pakila,4879.0,5082.0,5243.0,5274.0,5373.0,5454.0,5677.0,5632.0,5826.0,6031.0,6519.0,6503.0,6522.0,6481.0,6392.0,6317.0,6241.0,6123.0,6025.0,6035.0,6016.0,6112.0,6012.0,5864.0,6094.0,6249.0,6443.0,6443.0,6402.0,6407.0,6466.0,6383.0,6462.0,6444.0,6496.0,6485.0,6565.0,6374.0,6403.0,6485.0,6522.0,6474.0,6464.0,6464.0,6535.0,6556.0,6490.0,6588.0,6587.0,6623.0,6729.0,6867.0,6874.0,6945.0,7034.0,6984.0,7033.0,6987.0,7008.0,7001.0,7053.0,7073.0
100,403,Tuomarinkylä,4876.0,4848.0,4788.0,4524.0,4329.0,4226.0,4176.0,4170.0,4080.0,4059.0,3866.0,3705.0,3521.0,3226.0,3224.0,3298.0,3603.0,3679.0,3812.0,4011.0,4213.0,4795.0,5001.0,5222.0,5535.0,6069.0,6324.0,6828.0,7088.0,7235.0,7290.0,7535.0,7640.0,7776.0,7830.0,8102.0,8122.0,8169.0,8181.0,8172.0,8394.0,8733.0,8822.0,8777.0,8690.0,8571.0,8552.0,8564.0,8585.0,8587.0,8521.0,8623.0,8678.0,8649.0,8702.0,8734.0,8699.0,8668.0,8718.0,8730.0,8687.0,8650.0
101,351,Paloheinä,3749.0,3705.0,3647.0,3535.0,3373.0,3273.0,3253.0,3262.0,3171.0,3173.0,3020.0,2865.0,2728.0,2471.0,2494.0,2604.0,2931.0,3029.0,3171.0,3392.0,3480.0,3587.0,3604.0,3780.0,4067.0,4325.0,4560.0,4687.0,4792.0,4914.0,4967.0,5015.0,5106.0,5230.0,5283.0,5547.0,5595.0,5640.0,5639.0,5645.0,5795.0,5922.0,6067.0,6035.0,6000.0,5942.0,5958.0,5936.0,5979.0,6028.0,5967.0,5935.0,5961.0,5905.0,5945.0,6007.0,5961.0,5920.0,5915.0,5900.0,5890.0,5857.0
102,352,Torpparinmäki,958.0,1143.0,1051.0,917.0,884.0,887.0,861.0,852.0,854.0,838.0,801.0,802.0,759.0,721.0,694.0,659.0,642.0,627.0,618.0,594.0,576.0,605.0,606.0,606.0,722.0,1726.0,1748.0,2124.0,2280.0,2310.0,2312.0,2508.0,2521.0,2520.0,2520.0,2532.0,2502.0,2507.0,2520.0,2504.0,2577.0,2790.0,2736.0,2721.0,2672.0,2616.0,2579.0,2612.0,2590.0,2543.0,2539.0,2680.0,2709.0,2735.0,2748.0,2717.0,2728.0,2739.0,2794.0,2822.0,2788.0,2785.0
103,354,Haltiala,169.0,,90.0,72.0,72.0,66.0,62.0,56.0,55.0,48.0,45.0,38.0,34.0,34.0,36.0,35.0,30.0,23.0,23.0,25.0,157.0,603.0,791.0,836.0,746.0,18.0,16.0,17.0,16.0,11.0,11.0,12.0,13.0,26.0,27.0,23.0,25.0,22.0,22.0,23.0,22.0,21.0,19.0,21.0,18.0,13.0,15.0,16.0,16.0,16.0,15.0,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.0,8.0,9.0,8.0
104,404,Oulunkylä,6332.0,6387.0,7530.0,9100.0,10088.0,10380.0,10933.0,10998.0,10697.0,10603.0,10760.0,11547.0,12587.0,12365.0,12407.0,12297.0,12529.0,12849.0,13092.0,13241.0,13258.0,13349.0,13371.0,13386.0,13509.0,13572.0,13738.0,13825.0,13573.0,13592.0,13502.0,13414.0,13368.0,12811.0,12868.0,12890.0,13492.0,14053.0,14145.0,14097.0,13918.0,13675.0,13804.0,13656.0,13620.0,13639.0,13640.0,13606.0,13634.0,13637.0,13675.0,13800.0,14042.0,14118.0,14332.0,14374.0,14597.0,14522.0,14903.0,14666.0,14581.0,14904.0
105,284,Patola,4886.0,4870.0,5858.0,6679.0,7729.0,8016.0,8521.0,8603.0,8363.0,8331.0,8566.0,9400.0,10500.0,10321.0,10394.0,10165.0,10348.0,10373.0,10464.0,10594.0,10583.0,10672.0,10652.0,10707.0,10701.0,10693.0,10793.0,10620.0,10492.0,10417.0,10342.0,10302.0,10253.0,9698.0,9730.0,9744.0,9658.0,9642.0,9600.0,9508.0,9352.0,9197.0,9438.0,9396.0,9326.0,9327.0,9337.0,9334.0,9413.0,9443.0,9425.0,9525.0,9785.0,9871.0,9994.0,10130.0,10289.0,10247.0,10661.0,10585.0,10485.0,10553.0
106,285,Veräjämäki,1446.0,1517.0,1672.0,2421.0,2359.0,2364.0,2412.0,2395.0,2334.0,2272.0,2194.0,2147.0,2087.0,2044.0,2013.0,2132.0,2181.0,2476.0,2628.0,2647.0,2675.0,2677.0,2719.0,2679.0,2808.0,2879.0,2945.0,3205.0,3081.0,3175.0,3160.0,3112.0,3115.0,3113.0,3138.0,3146.0,3834.0,4411.0,3048.0,3072.0,3061.0,3009.0,2922.0,2849.0,2862.0,2869.0,2864.0,2846.0,2848.0,2807.0,2837.0,2854.0,2855.0,2853.0,2940.0,2851.0,2949.0,2928.0,2909.0,2782.0,2862.0,3169.0
107,287,Veräjälaakso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.0,1517.0,1505.0,1469.0,1444.0,1411.0,1432.0,1443.0,1439.0,1426.0,1373.0,1387.0,1413.0,1421.0,1402.0,1394.0,1398.0,1393.0,1359.0,1347.0,1333.0,1299.0,1234.0,1182.0
108,405,Itä-Pakila,2246.0,2307.0,2413.0,2523.0,2580.0,2544.0,2615.0,2756.0,2764.0,2895.0,3081.0,3186.0,3289.0,3193.0,3137.0,3112.0,2933.0,2868.0,2846.0,2976.0,2921.0,3188.0,3267.0,3346.0,3380.0,3402.0,3511.0,3546.0,3474.0,3422.0,3391.0,3364.0,3335.0,3363.0,3413.0,3429.0,3454.0,3519.0,3537.0,3563.0,3575.0,3595.0,3554.0,3567.0,3562.0,3563.0,3618.0,3721.0,3774.0,3726.0,3720.0,3728.0,3680.0,3729.0,3654.0,3705.0,3697.0,3671.0,3677.0,3647.0,3653.0,3679.0
109,342,Itä-Pakila,2239.0,2307.0,2408.0,2430.0,2498.0,2463.0,2540.0,2685.0,2703.0,2830.0,3027.0,3140.0,3238.0,3098.0,3039.0,3008.0,2891.0,2827.0,2799.0,2942.0,2874.0,2995.0,3074.0,3297.0,3132.0,3155.0,3273.0,3309.0,3238.0,3185.0,3157.0,3133.0,3101.0,3133.0,3182.0,3184.0,3225.0,3294.0,3317.0,3346.0,3356.0,3376.0,3341.0,3365.0,3372.0,3381.0,3431.0,3480.0,3504.0,3442.0,3439.0,3454.0,3401.0,3439.0,3365.0,3415.0,3411.0,3382.0,3393.0,3354.0,3366.0,3392.0
110,353,Tuomarinkartano,7.0,,5.0,93.0,82.0,81.0,75.0,71.0,61.0,65.0,54.0,46.0,51.0,95.0,98.0,104.0,42.0,41.0,47.0,34.0,47.0,193.0,193.0,49.0,248.0,247.0,238.0,237.0,236.0,237.0,234.0,231.0,234.0,230.0,231.0,245.0,229.0,225.0,220.0,217.0,219.0,219.0,213.0,202.0,190.0,182.0,187.0,241.0,270.0,284.0,281.0,274.0,279.0,290.0,289.0,290.0,286.0,289.0,284.0,293.0,287.0,287.0
111,5,Koillinen suurpiiri,19153.0,20874.0,23841.0,26238.0,26757.0,33580.0,36851.0,41163.0,42553.0,43272.0,44539.0,47502.0,48068.0,48537.0,48675.0,51082.0,51588.0,52895.0,54733.0,57072.0,59411.0,62374.0,64537.0,66238.0,68478.0,71067.0,73853.0,74886.0,76977.0,78273.0,78998.0,80158.0,81846.0,82144.0,82281.0,82616.0,83240.0,83876.0,83842.0,84830.0,86103.0,86655.0,87519.0,88184.0,88706.0,89396.0,90422.0,91390.0,92690.0,93844.0,95006.0,95481.0,96857.0,97543.0,97995.0,98941.0,99765.0,100373.0,100534.0,100305.0,99351.0,99750.0
112,501,Latokartano,,2018.0,4923.0,7125.0,7676.0,8302.0,8706.0,8880.0,8891.0,8983.0,9531.0,11157.0,11324.0,11586.0,12020.0,12358.0,12210.0,12236.0,11932.0,11698.0,11603.0,11704.0,11512.0,11894.0,12491.0,12533.0,12791.0,12684.0,12449.0,12252.0,11879.0,11809.0,12269.0,12178.0,12124.0,11964.0,12111.0,12417.0,12557.0,13508.0,14376.0,15227.0,15805.0,16340.0,17160.0,18108.0,19037.0,20138.0,21149.0,21633.0,22518.0,23232.0,23947.0,24418.0,24572.0,24751.0,25043.0,25092.0,25116.0,24813.0,24487.0,24715.0
113,361,Viikinranta,,,,,,419.0,437.0,421.0,425.0,451.0,441.0,404.0,400.0,352.0,339.0,318.0,323.0,309.0,266.0,272.0,244.0,251.0,240.0,236.0,326.0,328.0,348.0,361.0,362.0,349.0,331.0,330.0,321.0,314.0,314.0,306.0,318.0,314.0,273.0,276.0,268.0,265.0,259.0,238.0,428.0,540.0,694.0,837.0,1054.0,1070.0,1083.0,1245.0,1230.0,1268.0,1255.0,1280.0,1296.0,1289.0,1315.0,1303.0,1295.0,1280.0
114,362,Latokartano,,,,,,201.0,220.0,218.0,221.0,202.0,195.0,224.0,220.0,222.0,331.0,364.0,353.0,338.0,327.0,307.0,385.0,358.0,231.0,273.0,227.0,240.0,238.0,231.0,229.0,227.0,212.0,255.0,433.0,571.0,607.0,507.0,716.0,1136.0,712.0,1858.0,2479.0,2810.0,3677.0,4353.0,4826.0,5416.0,6171.0,7103.0,7921.0,8049.0,8491.0,8886.0,9172.0,9303.0,9530.0,9606.0,9786.0,9822.0,9722.0,9609.0,9473.0,9385.0
115,363,Viikin tiedepuisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0,598.0,607.0,711.0,706.0,677.0,687.0,754.0,757.0,735.0,762.0,926.0,1110.0,1233.0,1200.0,1284.0,1309.0,1268.0,1253.0,1292.0,1246.0,1191.0,1171.0,1200.0
116,364,Viikinmäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,20.0,294.0,765.0,852.0,1071.0,1321.0,1311.0,1290.0,1301.0,1296.0,1509.0,1727.0,1754.0,2106.0,2361.0,2567.0,2675.0,2699.0,2774.0,2790.0,2900.0,2925.0,3122.0
117,383,Pihlajamäki,,2018.0,4923.0,7125.0,7676.0,7682.0,8049.0,8241.0,8245.0,8330.0,8895.0,10529.0,10704.0,11012.0,11350.0,11676.0,11534.0,11589.0,11339.0,11119.0,10974.0,11095.0,11041.0,11385.0,11938.0,11965.0,12205.0,12092.0,11858.0,11676.0,11336.0,11224.0,11515.0,11293.0,11203.0,11151.0,11077.0,10967.0,8104.0,7957.0,7914.0,7840.0,7516.0,7243.0,7158.0,7352.0,7443.0,7484.0,7492.0,7440.0,7389.0,7406.0,7550.0,7558.0,7425.0,7240.0,7370.0,7345.0,7416.0,7386.0,7153.0,7317.0
118,386,Pihlajisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2856.0,2799.0,2814.0,2836.0,2795.0,2758.0,2740.0,2735.0,2682.0,2678.0,2624.0,2639.0,2718.0,2708.0,2689.0,2644.0,2486.0,2682.0,2639.0,2570.0,2627.0,2424.0,2470.0,2411.0
119,502,Pukinmäki,1925.0,1862.0,1831.0,1824.0,1768.0,1735.0,2380.0,2369.0,2351.0,2458.0,2599.0,2710.0,2652.0,2514.0,2460.0,3539.0,3477.0,4419.0,4908.0,5504.0,5911.0,6601.0,6834.0,6909.0,7032.0,7335.0,7712.0,7670.0,8061.0,8540.0,8981.0,9508.0,9549.0,9476.0,9360.0,9301.0,9290.0,9214.0,9176.0,9022.0,8926.0,8791.0,8590.0,8450.0,8422.0,8326.0,8327.0,8278.0,8292.0,8273.0,8257.0,8139.0,8265.0,8260.0,8383.0,8317.0,8371.0,8573.0,8715.0,8786.0,8722.0,8583.0
120,370,Pukinmäki,1925.0,1862.0,1831.0,1824.0,1768.0,1735.0,2380.0,2369.0,2351.0,2458.0,2599.0,2710.0,2652.0,2514.0,2460.0,3539.0,3477.0,4419.0,4908.0,5504.0,5911.0,6601.0,6834.0,6909.0,7032.0,7335.0,7712.0,7670.0,8061.0,8540.0,8981.0,9508.0,9549.0,9476.0,9360.0,9301.0,9290.0,9214.0,9176.0,9022.0,8926.0,8791.0,8590.0,8450.0,8422.0,8326.0,8327.0,8278.0,8292.0,8273.0,8257.0,8139.0,8265.0,8260.0,8383.0,8317.0,8371.0,8573.0,8715.0,8786.0,8722.0,8583.0
121,503,Malmi,15000.0,14649.0,14715.0,14922.0,14965.0,16059.0,16704.0,16856.0,17033.0,16962.0,17140.0,16761.0,16330.0,16020.0,15303.0,14594.0,14838.0,14553.0,15090.0,15852.0,16992.0,18252.0,16823.0,17493.0,18225.0,19919.0,21077.0,21546.0,22547.0,23307.0,23261.0,23767.0,24984.0,25293.0,25584.0,25898.0,26136.0,26169.0,26023.0,26179.0,26586.0,26545.0,27383.0,28028.0,27918.0,27774.0,27839.0,27668.0,27947.0,28289.0,28631.0,28781.0,28799.0,28986.0,28918.0,29287.0,29087.0,29078.0,29101.0,29211.0,29202.0,29694.0
122,381,Ylä-Malmi,2229.0,2382.0,2462.0,2471.0,2750.0,2703.0,2967.0,3185.0,3192.0,3115.0,3013.0,2897.0,2788.0,2614.0,2418.0,2294.0,2173.0,2047.0,2395.0,2471.0,2519.0,3402.0,3586.0,3617.0,4680.0,4841.0,5060.0,5085.0,5211.0,5452.0,5394.0,5888.0,6233.0,6027.0,6007.0,6361.0,6365.0,6382.0,6335.0,6472.0,6929.0,6874.0,7110.0,7027.0,6895.0,6828.0,6791.0,6615.0,6642.0,6525.0,6577.0,6623.0,6522.0,6557.0,6458.0,6545.0,6493.0,6457.0,6467.0,6431.0,6201.0,6239.0
123,382,Ala-Malmi,2809.0,2296.0,2247.0,2302.0,2252.0,3189.0,3209.0,3252.0,3291.0,3225.0,3229.0,3101.0,2998.0,2894.0,2739.0,2468.0,2843.0,2803.0,2690.0,2891.0,3722.0,3741.0,3743.0,3634.0,3717.0,4755.0,4932.0,4977.0,5358.0,5326.0,5150.0,5080.0,5053.0,4975.0,5076.0,5080.0,5077.0,5130.0,5091.0,5067.0,5023.0,5021.0,4975.0,4970.0,4905.0,4916.0,4911.0,4901.0,4878.0,5290.0,5520.0,5678.0,5873.0,5885.0,5964.0,6122.0,6050.0,6179.0,6175.0,6445.0,6882.0,6968.0
124,384,Tattariharju,608.0,617.0,580.0,666.0,,18.0,11.0,19.0,16.0,30.0,37.0,31.0,33.0,29.0,24.0,22.0,87.0,82.0,19.0,14.0,15.0,12.0,11.0,18.0,15.0,18.0,17.0,18.0,17.0,22.0,23.0,22.0,20.0,15.0,17.0,19.0,16.0,11.0,8.0,8.0,11.0,11.0,11.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,6.0,6.0,5.0,8.0,7.0,7.0,7.0,7.0
125,385,Malmin lentokenttä,,,,,712.0,700.0,705.0,667.0,692.0,742.0,711.0,694.0,676.0,668.0,620.0,586.0,547.0,530.0,503.0,513.0,518.0,500.0,569.0,1012.0,783.0,825.0,825.0,817.0,888.0,956.0,960.0,936.0,988.0,1009.0,972.0,938.0,1020.0,1046.0,1043.0,1088.0,1106.0,1059.0,1837.0,2559.0,2573.0,2535.0,2480.0,2451.0,2420.0,2412.0,2394.0,2337.0,2345.0,2374.0,2331.0,2301.0,2295.0,2256.0,2236.0,2213.0,2147.0,2152.0
126,391,Tapaninvainio,5126.0,5188.0,5289.0,5372.0,5302.0,5390.0,5606.0,5580.0,5607.0,5674.0,6064.0,6041.0,5900.0,5897.0,5780.0,5721.0,5720.0,5683.0,5769.0,5782.0,5998.0,6621.0,5343.0,5453.0,5639.0,5958.0,6487.0,6761.0,6880.0,7241.0,7144.0,7216.0,7633.0,7712.0,7834.0,7910.0,7984.0,7926.0,7944.0,7971.0,8013.0,8033.0,7997.0,7992.0,8034.0,8010.0,8015.0,7982.0,7931.0,7956.0,7956.0,7945.0,7936.0,8030.0,7997.0,8200.0,8184.0,8074.0,8073.0,8001.0,7967.0,8040.0
127,392,Tapanila,4228.0,4166.0,4137.0,4111.0,3949.0,4059.0,4206.0,4153.0,4235.0,4176.0,4086.0,3997.0,3935.0,3918.0,3722.0,3503.0,3468.0,3408.0,3714.0,4181.0,4220.0,3976.0,3571.0,3759.0,3391.0,3522.0,3756.0,3888.0,4193.0,4310.0,4590.0,4625.0,5057.0,5555.0,5678.0,5590.0,5674.0,5674.0,5602.0,5573.0,5504.0,5547.0,5453.0,5474.0,5506.0,5480.0,5637.0,5714.0,6071.0,6101.0,6180.0,6193.0,6118.0,6138.0,6162.0,6113.0,6060.0,6104.0,6143.0,6114.0,5998.0,6288.0
128,504,Suutarila,330.0,351.0,346.0,327.0,339.0,328.0,369.0,572.0,1148.0,1507.0,1946.0,2512.0,2880.0,3505.0,3536.0,3517.0,3467.0,3465.0,3578.0,3634.0,3719.0,4063.0,8712.0,9046.0,9243.0,9631.0,10067.0,10402.0,11041.0,11069.0,11756.0,11659.0,11656.0,11743.0,11748.0,11887.0,11884.0,11903.0,11844.0,11878.0,11749.0,11664.0,11572.0,11413.0,11330.0,11224.0,11151.0,11205.0,11304.0,11208.0,11154.0,11093.0,11122.0,11284.0,11226.0,11230.0,11362.0,11509.0,11608.0,11459.0,11326.0,11379.0
129,401,Siltamäki,330.0,351.0,346.0,327.0,339.0,328.0,369.0,572.0,1148.0,1507.0,1946.0,2512.0,2880.0,3505.0,3536.0,3517.0,3467.0,3465.0,3578.0,3634.0,3719.0,4063.0,6412.0,6634.0,6858.0,7099.0,7203.0,7267.0,7451.0,7466.0,7209.0,7046.0,7089.0,7047.0,6926.0,7020.0,7016.0,7001.0,6845.0,6852.0,6758.0,6748.0,6616.0,6511.0,6509.0,6488.0,6417.0,6475.0,6595.0,6552.0,6533.0,7687.0,7754.0,7871.0,7835.0,7839.0,8016.0,8179.0,8241.0,8090.0,8015.0,7973.0
130,403,Töyrynummi,,,,,,,,,,,,,,,,,,,,,,,2300.0,2412.0,2385.0,2532.0,2864.0,3135.0,3590.0,3603.0,4547.0,4613.0,4567.0,4696.0,4822.0,4867.0,4868.0,4902.0,4999.0,5026.0,4991.0,4916.0,4956.0,4902.0,4821.0,4736.0,4734.0,4730.0,4709.0,4656.0,4621.0,3406.0,3368.0,3413.0,3391.0,3391.0,3346.0,3330.0,3367.0,3369.0,3311.0,3406.0
131,505,Puistola,1898.0,1994.0,2026.0,2040.0,2009.0,6874.0,6994.0,6964.0,6837.0,7034.0,6770.0,6600.0,6532.0,6268.0,6850.0,8750.0,9411.0,10201.0,11441.0,12595.0,13510.0,14212.0,13425.0,13804.0,14530.0,14925.0,15329.0,15854.0,16335.0,16677.0,16843.0,17218.0,17274.0,17401.0,17501.0,17650.0,17861.0,18273.0,18346.0,18495.0,18631.0,18628.0,18538.0,18472.0,18376.0,18375.0,18379.0,18425.0,18372.0,18658.0,18672.0,18724.0,19070.0,19312.0,19589.0,20068.0,20255.0,20384.0,20369.0,20419.0,20149.0,20098.0
132,402,Tapulikaupunki,1898.0,1994.0,2026.0,2040.0,2009.0,2019.0,2045.0,2040.0,2012.0,2210.0,2127.0,2106.0,2078.0,1737.0,2199.0,3970.0,4506.0,5257.0,6423.0,7057.0,7721.0,8235.0,7186.0,7295.0,7505.0,7679.0,7669.0,7802.0,8106.0,8266.0,8298.0,8557.0,8583.0,8681.0,8691.0,8613.0,8589.0,8560.0,8563.0,8668.0,8879.0,8794.0,8603.0,8582.0,8478.0,8528.0,8539.0,8592.0,8564.0,8584.0,8615.0,8565.0,8621.0,8491.0,8675.0,8888.0,8953.0,8989.0,8915.0,8940.0,8758.0,8741.0
133,411,Puistola,,,,,,3390.0,3439.0,3397.0,3343.0,3292.0,3201.0,3123.0,3129.0,3214.0,3303.0,3488.0,3602.0,3623.0,3615.0,3991.0,4170.0,4296.0,4460.0,4655.0,5122.0,5271.0,5505.0,5833.0,5941.0,6066.0,6223.0,6289.0,6280.0,6261.0,6350.0,6428.0,6566.0,6689.0,6760.0,6734.0,6671.0,6719.0,6816.0,6811.0,6828.0,6768.0,6777.0,6752.0,6735.0,6689.0,6672.0,6693.0,6647.0,6741.0,6583.0,6718.0,6668.0,6633.0,6597.0,6612.0,6618.0,6576.0
134,412,Heikinlaakso,,,,,,1236.0,1279.0,1285.0,1263.0,1305.0,1234.0,1192.0,1145.0,1143.0,1183.0,1136.0,1155.0,1182.0,1267.0,1407.0,1479.0,1544.0,1643.0,1727.0,1781.0,1865.0,2046.0,2104.0,2181.0,2238.0,2224.0,2282.0,2322.0,2382.0,2380.0,2528.0,2619.0,2944.0,2944.0,3014.0,3010.0,3040.0,3044.0,3009.0,3003.0,3016.0,3004.0,3026.0,3021.0,3021.0,2959.0,2979.0,3023.0,3019.0,3000.0,2968.0,2992.0,2993.0,2990.0,2986.0,2881.0,2896.0
135,413,Tattarisuo,,,,,,229.0,231.0,242.0,219.0,227.0,208.0,179.0,180.0,174.0,165.0,156.0,148.0,139.0,136.0,140.0,140.0,137.0,136.0,127.0,122.0,110.0,109.0,115.0,107.0,107.0,98.0,90.0,89.0,77.0,80.0,81.0,87.0,80.0,79.0,79.0,71.0,75.0,75.0,70.0,67.0,63.0,59.0,55.0,52.0,364.0,426.0,14.0,17.0,13.0,12.0,16.0,13.0,11.0,11.0,11.0,15.0,10.0
136,415,Alppikylä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0,762.0,1048.0,1319.0,1478.0,1629.0,1758.0,1856.0,1870.0,1877.0,1875.0
137,506,Jakomäki,,,,,,282.0,1698.0,5522.0,6293.0,6328.0,6553.0,7762.0,8350.0,8644.0,8506.0,8324.0,8185.0,8021.0,7784.0,7789.0,7676.0,7542.0,7231.0,7092.0,6957.0,6724.0,6877.0,6730.0,6544.0,6428.0,6278.0,6197.0,6114.0,6053.0,5964.0,5916.0,5958.0,5900.0,5896.0,5748.0,5835.0,5800.0,5631.0,5481.0,5500.0,5589.0,5689.0,5676.0,5626.0,5783.0,5774.0,5512.0,5654.0,5283.0,5307.0,5288.0,5647.0,5737.0,5625.0,5617.0,5465.0,5281.0
138,414,Jakomäki,,,,,,282.0,1698.0,5522.0,6293.0,6328.0,6553.0,7762.0,8350.0,8644.0,8506.0,8324.0,8185.0,8021.0,7784.0,7789.0,7676.0,7542.0,7231.0,7092.0,6957.0,6724.0,6877.0,6730.0,6544.0,6428.0,6278.0,6197.0,6114.0,6053.0,5964.0,5916.0,5958.0,5900.0,5896.0,5748.0,5835.0,5800.0,5631.0,5481.0,5500.0,5589.0,5689.0,5676.0,5626.0,5783.0,5774.0,5512.0,5654.0,5283.0,5307.0,5288.0,5647.0,5737.0,5625.0,5617.0,5465.0,5281.0
