,Aluekoodi,Alue,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
139,6,Kaakkoinen suurpiiri,36398.0,36858.0,37173.0,37827.0,38577.0,39629.0,40243.0,39951.0,40417.0,42553.0,42299.0,42207.0,42319.0,41886.0,41537.0,41299.0,41120.0,40768.0,40561.0,40267.0,39823.0,39146.0,38924.0,39020.0,38511.0,38157.0,37822.0,37317.0,37065.0,36812.0,38324.0,38663.0,38865.0,38957.0,40149.0,41610.0,42949.0,44044.0,44918.0,45372.0,46913.0,47218.0,46916.0,46610.0,46304.0,46109.0,46108.0,46230.0,46666.0,47028.0,47565.0,48153.0,48608.0,48971.0,49375.0,50476.0,51407.0,52850.0,54250.0,55858.0,56728.0,57296.0
140,601,Kulosaari,5103.0,5648.0,5669.0,5654.0,5655.0,5535.0,5517.0,5482.0,5350.0,5254.0,5053.0,4912.0,4778.0,4568.0,4525.0,4443.0,4314.0,4266.0,4175.0,4086.0,4032.0,3960.0,3978.0,3988.0,3891.0,3851.0,3798.0,3778.0,3699.0,3679.0,3589.0,3592.0,3587.0,3609.0,3669.0,3709.0,3772.0,3760.0,3761.0,3743.0,3767.0,3760.0,3788.0,3791.0,3777.0,3776.0,3771.0,3735.0,3770.0,3771.0,3752.0,3828.0,3824.0,3853.0,3827.0,3864.0,3965.0,4007.0,3990.0,4126.0,4052.0,4075.0
141,190,Mustikkamaa-Korkeas.,82.0,81.0,82.0,83.0,65.0,65.0,61.0,64.0,82.0,78.0,79.0,81.0,80.0,58.0,54.0,54.0,51.0,48.0,38.0,39.0,39.0,33.0,35.0,35.0,32.0,37.0,35.0,37.0,37.0,41.0,38.0,34.0,28.0,22.0,24.0,25.0,30.0,25.0,26.0,25.0,24.0,26.0,25.0,21.0,22.0,23.0,23.0,19.0,19.0,19.0,20.0,19.0,17.0,20.0,21.0,23.0,15.0,14.0,13.0,14.0,15.0,14.0
142,420,Kulosaari,5021.0,5567.0,5587.0,5571.0,5590.0,5470.0,5456.0,5418.0,5268.0,5176.0,4974.0,4831.0,4698.0,4510.0,4471.0,4389.0,4263.0,4218.0,4137.0,4047.0,3993.0,3927.0,3943.0,3953.0,3859.0,3814.0,3763.0,3741.0,3662.0,3638.0,3551.0,3558.0,3559.0,3587.0,3645.0,3684.0,3742.0,3735.0,3735.0,3718.0,3743.0,3734.0,3763.0,3770.0,3755.0,3753.0,3748.0,3716.0,3751.0,3752.0,3732.0,3809.0,3807.0,3833.0,3806.0,3841.0,3950.0,3993.0,3977.0,4112.0,4037.0,4061.0
143,602,Herttoniemi,27157.0,27093.0,27228.0,27718.0,27806.0,27828.0,27359.0,27049.0,26497.0,26115.0,25465.0,24762.0,24414.0,23843.0,23227.0,22712.0,22194.0,21615.0,21106.0,20659.0,20208.0,19848.0,19459.0,19420.0,19147.0,18910.0,18729.0,18399.0,18483.0,18299.0,19194.0,19186.0,19152.0,19225.0,20316.0,21534.0,22562.0,23794.0,24574.0,25100.0,26643.0,26874.0,26541.0,26333.0,26150.0,26069.0,26042.0,26130.0,26423.0,26639.0,26849.0,27317.0,27814.0,28126.0,28463.0,28282.0,28566.0,28875.0,29843.0,30271.0,30523.0,30500.0
144,431,Länsi-Herttoniemi,16103.0,15907.0,15756.0,15353.0,14918.0,14588.0,14371.0,14220.0,13881.0,13478.0,13082.0,12730.0,12658.0,12210.0,11863.0,11674.0,11360.0,11009.0,10702.0,10458.0,10198.0,9990.0,9795.0,9580.0,9391.0,9225.0,9191.0,8956.0,8744.0,8585.0,8775.0,8528.0,8420.0,8225.0,8400.0,8630.0,8654.0,8571.0,8491.0,8438.0,8463.0,8425.0,8360.0,8348.0,8182.0,8139.0,8076.0,8057.0,8016.0,8037.0,8078.0,8436.0,8532.0,8626.0,8728.0,8564.0,8729.0,8847.0,8777.0,8806.0,9055.0,9047.0
145,432,Roihuvuori,9247.0,9283.0,9511.0,10463.0,10898.0,11195.0,10957.0,10741.0,10499.0,10488.0,10148.0,9780.0,9497.0,9296.0,9039.0,8799.0,8533.0,8282.0,8002.0,7822.0,7647.0,7486.0,7309.0,7381.0,7328.0,7236.0,7099.0,7018.0,6825.0,6781.0,7567.0,7790.0,7844.0,7894.0,7690.0,7664.0,7644.0,7502.0,8041.0,7834.0,7823.0,7878.0,7658.0,7461.0,7488.0,7499.0,7418.0,7427.0,7570.0,7655.0,7695.0,7765.0,7738.0,7714.0,7728.0,7654.0,7745.0,7869.0,8058.0,8650.0,8372.0,8249.0
146,433,Herttoniemen yritysalue,258.0,320.0,297.0,60.0,322.0,240.0,220.0,200.0,194.0,181.0,175.0,174.0,163.0,168.0,154.0,130.0,133.0,120.0,119.0,113.0,107.0,95.0,88.0,224.0,216.0,204.0,206.0,200.0,732.0,747.0,684.0,697.0,660.0,622.0,576.0,598.0,579.0,566.0,74.0,64.0,62.0,56.0,56.0,55.0,54.0,39.0,30.0,27.0,39.0,39.0,43.0,47.0,415.0,608.0,709.0,712.0,709.0,727.0,1072.0,1111.0,1475.0,1712.0
147,434,Herttoniemenranta,22.0,,74.0,266.0,,76.0,70.0,69.0,62.0,60.0,65.0,57.0,49.0,61.0,66.0,63.0,69.0,50.0,54.0,52.0,52.0,52.0,47.0,45.0,43.0,40.0,30.0,39.0,35.0,93.0,94.0,90.0,92.0,347.0,1505.0,2522.0,3559.0,4976.0,5767.0,6563.0,8103.0,8327.0,8273.0,8286.0,8251.0,8176.0,8287.0,8412.0,8598.0,8703.0,8812.0,8846.0,8841.0,8930.0,9051.0,9117.0,9152.0,9178.0,9634.0,9414.0,9314.0,9235.0
148,440,Tammisalo,1527.0,1583.0,1590.0,1576.0,1668.0,1729.0,1741.0,1819.0,1861.0,1908.0,1995.0,2021.0,2047.0,2108.0,2105.0,2046.0,2099.0,2154.0,2229.0,2214.0,2204.0,2225.0,2220.0,2190.0,2169.0,2205.0,2203.0,2186.0,2147.0,2093.0,2074.0,2081.0,2136.0,2137.0,2145.0,2120.0,2126.0,2179.0,2201.0,2201.0,2192.0,2188.0,2194.0,2183.0,2175.0,2216.0,2231.0,2207.0,2200.0,2205.0,2221.0,2223.0,2288.0,2248.0,2247.0,2235.0,2231.0,2254.0,2302.0,2290.0,2307.0,2257.0
149,603,Laajasalo,4138.0,4117.0,4276.0,4455.0,5116.0,6266.0,7367.0,7420.0,8570.0,11184.0,11781.0,12533.0,13127.0,13475.0,13785.0,14144.0,14612.0,14887.0,15280.0,15522.0,15583.0,15338.0,15487.0,15612.0,15473.0,15396.0,15295.0,15140.0,14883.0,14834.0,15541.0,15885.0,16126.0,16123.0,16164.0,16367.0,16615.0,16490.0,16583.0,16529.0,16503.0,16584.0,16587.0,16486.0,16377.0,16264.0,16295.0,16365.0,16473.0,16618.0,16964.0,17008.0,16970.0,16992.0,17085.0,18330.0,18876.0,19968.0,20417.0,21461.0,22153.0,22721.0
150,480,Vartiosaari,34.0,37.0,40.0,39.0,36.0,39.0,33.0,43.0,41.0,40.0,41.0,39.0,28.0,24.0,25.0,25.0,24.0,21.0,16.0,16.0,18.0,17.0,60.0,18.0,18.0,17.0,13.0,9.0,9.0,9.0,8.0,13.0,10.0,53.0,50.0,19.0,22.0,22.0,20.0,21.0,24.0,24.0,31.0,31.0,29.0,28.0,25.0,23.0,24.0,23.0,23.0,24.0,23.0,24.0,17.0,16.0,16.0,11.0,9.0,9.0,9.0,9.0
151,491,Yliskylä,1354.0,1330.0,1349.0,1556.0,2301.0,3476.0,4410.0,4459.0,5688.0,8308.0,8983.0,9776.0,10310.0,10725.0,11040.0,11485.0,12046.0,12391.0,12825.0,13078.0,13104.0,12906.0,12744.0,12751.0,12573.0,12434.0,12330.0,12132.0,11775.0,11583.0,11358.0,11169.0,11055.0,10941.0,10904.0,11103.0,11152.0,11051.0,10942.0,10929.0,10806.0,10943.0,10883.0,10905.0,10794.0,10750.0,10738.0,10732.0,10814.0,11007.0,11297.0,11378.0,11330.0,11376.0,11522.0,12180.0,12522.0,12626.0,12925.0,13326.0,13412.0,13449.0
152,492,Jollas,940.0,954.0,974.0,977.0,916.0,924.0,982.0,980.0,982.0,977.0,953.0,940.0,924.0,916.0,904.0,864.0,852.0,848.0,860.0,925.0,1016.0,1027.0,1222.0,1316.0,1350.0,1384.0,1375.0,1399.0,1440.0,1438.0,1724.0,2110.0,2371.0,2420.0,2514.0,2525.0,2708.0,2698.0,2863.0,2848.0,2942.0,2927.0,2963.0,2932.0,2921.0,2936.0,3000.0,3064.0,3066.0,3059.0,3097.0,3062.0,3100.0,3103.0,3072.0,3093.0,3096.0,3101.0,3098.0,3022.0,2930.0,3066.0
153,493,Tullisaari,52.0,244.0,119.0,56.0,260.0,30.0,24.0,24.0,15.0,27.0,22.0,32.0,32.0,14.0,12.0,14.0,17.0,7.0,12.0,13.0,12.0,11.0,7.0,7.0,9.0,20.0,7.0,8.0,5.0,6.0,7.0,5.0,5.0,6.0,8.0,9.0,6.0,6.0,7.0,8.0,8.0,8.0,10.0,7.0,7.0,7.0,9.0,9.0,10.0,8.0,8.0,14.0,15.0,12.0,10.0,622.0,788.0,1202.0,1454.0,1454.0,1421.0,1373.0
154,494,Kruunuvuorenranta,197.0,,185.0,173.0,,232.0,255.0,267.0,267.0,276.0,275.0,251.0,251.0,214.0,204.0,206.0,185.0,163.0,164.0,143.0,145.0,134.0,140.0,138.0,128.0,120.0,129.0,144.0,151.0,177.0,221.0,240.0,258.0,272.0,285.0,308.0,309.0,311.0,322.0,321.0,319.0,328.0,350.0,347.0,354.0,354.0,352.0,366.0,378.0,374.0,369.0,357.0,363.0,367.0,372.0,378.0,397.0,1034.0,1117.0,1836.0,2587.0,2894.0
155,495,Hevossalmi,521.0,502.0,515.0,528.0,498.0,484.0,482.0,474.0,466.0,447.0,422.0,423.0,447.0,515.0,512.0,491.0,442.0,447.0,432.0,429.0,379.0,367.0,451.0,538.0,588.0,620.0,642.0,688.0,767.0,904.0,1509.0,1662.0,1722.0,1700.0,1710.0,1703.0,1713.0,1697.0,1719.0,1707.0,1736.0,1743.0,1734.0,1730.0,1758.0,1758.0,1738.0,1733.0,1693.0,1667.0,1670.0,1690.0,1684.0,1674.0,1664.0,1631.0,1662.0,1607.0,1443.0,1455.0,1478.0,1637.0
156,500,Villinki,12.0,8.0,8.0,7.0,16.0,16.0,20.0,14.0,11.0,13.0,11.0,10.0,8.0,8.0,8.0,5.0,7.0,7.0,5.0,3.0,6.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,8.0,9.0,7.0,9.0,7.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,,,,,,
157,510,Santahamina,905.0,899.0,927.0,975.0,943.0,913.0,1034.0,1026.0,985.0,975.0,959.0,959.0,1037.0,978.0,1001.0,968.0,962.0,926.0,895.0,834.0,836.0,812.0,862.0,841.0,804.0,798.0,796.0,755.0,730.0,713.0,652.0,628.0,643.0,673.0,646.0,661.0,668.0,659.0,658.0,649.0,613.0,568.0,582.0,507.0,488.0,404.0,409.0,411.0,465.0,456.0,482.0,473.0,450.0,431.0,423.0,408.0,394.0,386.0,370.0,358.0,315.0,292.0
158,532,Itäsaaret,123.0,143.0,159.0,144.0,146.0,152.0,127.0,133.0,115.0,121.0,115.0,103.0,90.0,81.0,79.0,86.0,77.0,77.0,71.0,81.0,67.0,62.0,,,,,,,,,57.0,53.0,57.0,52.0,40.0,33.0,31.0,40.0,46.0,40.0,48.0,36.0,28.0,21.0,18.0,18.0,17.0,18.0,16.0,16.0,10.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
159,7,Itäinen suurpiiri,13034.0,15766.0,20037.0,27019.0,46294.0,59296.0,64240.0,67519.0,69376.0,71918.0,74784.0,74989.0,74055.0,72957.0,72878.0,72499.0,73038.0,72809.0,72982.0,72577.0,72243.0,71776.0,72048.0,72560.0,73883.0,74043.0,75045.0,76120.0,75478.0,76292.0,78012.0,80050.0,82082.0,84961.0,87540.0,88298.0,88691.0,88848.0,90355.0,93746.0,95763.0,97235.0,97740.0,98711.0,99507.0,100589.0,101648.0,102674.0,103227.0,103373.0,103816.0,105781.0,106605.0,107957.0,109420.0,110671.0,112012.0,112671.0,113001.0,112869.0,112853.0,113201.0
160,701,Vartiokylä,9801.0,12509.0,16530.0,19556.0,20224.0,20226.0,20151.0,19994.0,19726.0,19758.0,19542.0,19082.0,18514.0,17987.0,17717.0,17340.0,17909.0,18626.0,19235.0,19262.0,19525.0,19390.0,19291.0,19518.0,19809.0,19749.0,19944.0,20046.0,19793.0,19637.0,19362.0,19269.0,19192.0,19179.0,19222.0,19135.0,19123.0,19625.0,20235.0,21086.0,21330.0,21330.0,21380.0,21214.0,21187.0,21265.0,21063.0,21322.0,21363.0,21303.0,21282.0,21606.0,21945.0,22098.0,22235.0,22253.0,22423.0,22071.0,22090.0,21832.0,21626.0,21928.0
161,451,Vartioharju,3798.0,3877.0,4863.0,4894.0,4997.0,5003.0,5053.0,5021.0,4975.0,5241.0,5235.0,5055.0,4996.0,4832.0,4675.0,4537.0,4433.0,4363.0,4316.0,4344.0,4543.0,4669.0,4750.0,4967.0,5087.0,5178.0,5369.0,5701.0,5829.0,5853.0,5767.0,5760.0,5706.0,5734.0,5844.0,5841.0,5832.0,5878.0,5965.0,6007.0,6023.0,5994.0,5897.0,5881.0,5905.0,5978.0,5937.0,5978.0,6074.0,6017.0,6015.0,6025.0,5970.0,5933.0,6018.0,6124.0,6136.0,6032.0,6013.0,5912.0,5919.0,6235.0
162,452,Puotila,4794.0,7451.0,7467.0,7342.0,7490.0,7484.0,7413.0,7335.0,7247.0,7128.0,7032.0,6973.0,6692.0,6478.0,6307.0,6084.0,5972.0,5853.0,5665.0,5524.0,5401.0,5246.0,5156.0,5087.0,5037.0,4999.0,4891.0,4809.0,4655.0,4571.0,4543.0,4502.0,4452.0,4422.0,4364.0,4300.0,4272.0,4047.0,3971.0,4287.0,4343.0,4451.0,4771.0,4742.0,4750.0,4839.0,4835.0,4867.0,4851.0,4936.0,4844.0,4930.0,5080.0,5166.0,5172.0,5098.0,5127.0,4911.0,4983.0,4973.0,4894.0,4816.0
163,453,Puotinharju,,,3056.0,6114.0,6485.0,6499.0,6400.0,6295.0,6155.0,6038.0,5888.0,5726.0,5503.0,5326.0,5309.0,5032.0,4864.0,4785.0,4650.0,4516.0,4398.0,4292.0,4173.0,4086.0,3979.0,3943.0,4129.0,4103.0,3925.0,3873.0,3823.0,3790.0,3757.0,3765.0,3742.0,3728.0,3698.0,3694.0,3608.0,3849.0,3861.0,3834.0,3843.0,3778.0,3752.0,3722.0,3661.0,3629.0,3622.0,3594.0,3684.0,4045.0,4145.0,4223.0,4225.0,4298.0,4314.0,4316.0,4264.0,4297.0,4260.0,4257.0
164,455,Marjaniemi,1209.0,1181.0,1144.0,1206.0,1252.0,1219.0,1264.0,1322.0,1317.0,1340.0,1371.0,1312.0,1296.0,1293.0,1369.0,1643.0,2572.0,3557.0,4542.0,4808.0,5112.0,5133.0,5156.0,5325.0,5654.0,5573.0,5504.0,5384.0,5338.0,5301.0,5196.0,5188.0,5244.0,5223.0,5238.0,1821.0,1872.0,1865.0,1906.0,1895.0,1956.0,1972.0,1954.0,1964.0,1973.0,1977.0,1970.0,1986.0,1970.0,1961.0,1957.0,1989.0,1990.0,2003.0,2020.0,1984.0,1985.0,1985.0,2039.0,2026.0,2010.0,2093.0
165,456,Roihupelto,,,,,,21.0,21.0,21.0,32.0,11.0,16.0,16.0,27.0,58.0,57.0,44.0,68.0,68.0,62.0,70.0,71.0,50.0,56.0,53.0,52.0,56.0,51.0,49.0,46.0,39.0,33.0,29.0,33.0,35.0,34.0,36.0,34.0,35.0,24.0,28.0,28.0,27.0,21.0,16.0,18.0,25.0,17.0,19.0,25.0,29.0,22.0,20.0,19.0,25.0,23.0,19.0,13.0,18.0,15.0,18.0,16.0,18.0
166,457,Itäkeskus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3409.0,3415.0,4106.0,4761.0,5020.0,5119.0,5052.0,4894.0,4833.0,4789.0,4724.0,4643.0,4843.0,4821.0,4766.0,4760.0,4597.0,4741.0,4748.0,4777.0,4730.0,4848.0,4809.0,4776.0,4606.0,4527.0,4509.0
167,702,Myllypuro,408.0,428.0,467.0,4138.0,10660.0,12426.0,12486.0,12444.0,12201.0,12521.0,12142.0,11945.0,11683.0,11315.0,11105.0,11248.0,11977.0,11756.0,11733.0,11559.0,11347.0,11147.0,10962.0,10745.0,10544.0,10422.0,10559.0,10465.0,10108.0,9943.0,9684.0,9401.0,9391.0,9402.0,9208.0,9196.0,9243.0,9189.0,8941.0,9041.0,9256.0,9171.0,9145.0,9189.0,9109.0,8975.0,9181.0,9303.0,9613.0,9679.0,9744.0,10597.0,10705.0,11385.0,11744.0,12200.0,12164.0,12567.0,12770.0,12695.0,12821.0,12867.0
168,454,Myllypuro,408.0,428.0,467.0,4138.0,10660.0,12426.0,12486.0,12444.0,12201.0,12521.0,12142.0,11945.0,11683.0,11315.0,11105.0,11248.0,11977.0,11756.0,11733.0,11559.0,11347.0,11147.0,10962.0,10745.0,10544.0,10422.0,10559.0,10465.0,10108.0,9943.0,9684.0,9401.0,9391.0,9402.0,9208.0,9196.0,9243.0,9189.0,8941.0,9041.0,9256.0,9171.0,9145.0,9189.0,9109.0,8975.0,9181.0,9303.0,9613.0,9679.0,9744.0,10597.0,10705.0,11385.0,11744.0,12200.0,12164.0,12567.0,12770.0,12695.0,12821.0,12867.0
169,703,Mellunkylä,2825.0,2829.0,3040.0,3325.0,7042.0,13899.0,17960.0,20733.0,22639.0,24718.0,27872.0,28434.0,28629.0,28729.0,29402.0,29511.0,29008.0,28401.0,27940.0,27336.0,26801.0,26730.0,27371.0,28072.0,29428.0,29922.0,30610.0,31593.0,31764.0,32881.0,33067.0,33321.0,34430.0,35473.0,36441.0,36484.0,36347.0,35977.0,35932.0,36110.0,36442.0,36602.0,36270.0,36360.0,36255.0,36361.0,36394.0,36347.0,36425.0,36600.0,36847.0,36887.0,37123.0,37363.0,37600.0,38063.0,38771.0,39071.0,39117.0,39381.0,39749.0,39616.0
170,471,Kontula,1083.0,1080.0,1240.0,1527.0,4153.0,12085.0,16140.0,18135.0,19362.0,20471.0,21555.0,21657.0,21118.0,20415.0,20390.0,19971.0,19477.0,18923.0,18398.0,17990.0,17520.0,17147.0,17404.0,17727.0,17810.0,17988.0,18354.0,18443.0,18118.0,17866.0,17632.0,17373.0,17272.0,17416.0,17315.0,17045.0,17006.0,16736.0,13570.0,13588.0,13107.0,13238.0,12999.0,13066.0,13172.0,13229.0,13276.0,13254.0,13274.0,13246.0,13287.0,13365.0,13396.0,13519.0,13689.0,14031.0,14418.0,14342.0,14108.0,14288.0,14583.0,14764.0
171,472,Vesala,1292.0,1299.0,1353.0,1344.0,2425.0,1325.0,1335.0,1296.0,1307.0,1309.0,3018.0,2955.0,2936.0,2849.0,3208.0,3577.0,3622.0,3592.0,3707.0,3637.0,3513.0,3602.0,3962.0,4340.0,5730.0,5987.0,6185.0,6822.0,7195.0,7932.0,8222.0,8241.0,8388.0,8243.0,8195.0,7872.0,7796.0,7759.0,7673.0,7537.0,7494.0,7534.0,7454.0,7476.0,7377.0,7322.0,7258.0,7241.0,7331.0,7299.0,7267.0,7275.0,7449.0,7516.0,7504.0,7502.0,7410.0,7532.0,7424.0,7243.0,7142.0,7202.0
172,473,Mellunmäki,450.0,450.0,447.0,454.0,464.0,489.0,485.0,1302.0,1970.0,2938.0,3299.0,3822.0,4575.0,5465.0,5804.0,5963.0,5909.0,5886.0,5835.0,5709.0,5768.0,5981.0,6003.0,6003.0,5886.0,5945.0,6068.0,6325.0,6448.0,7083.0,7212.0,7705.0,8009.0,8150.0,8204.0,8585.0,8520.0,8465.0,8376.0,8260.0,8385.0,8266.0,8152.0,7987.0,7937.0,7957.0,8046.0,8104.0,8047.0,8247.0,8533.0,8512.0,8571.0,8569.0,8561.0,8611.0,8743.0,8730.0,9104.0,9316.0,9602.0,9367.0
173,474,Kivikko,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,1.0,2.0,761.0,1664.0,2727.0,2982.0,3025.0,3017.0,3252.0,3694.0,4462.0,4609.0,4784.0,5006.0,5039.0,5081.0,5085.0,5060.0,5075.0,5060.0,5040.0,5035.0,4973.0,5021.0,5118.0,5188.0,5244.0,5206.0,5200.0,5357.0,5304.0,5309.0
174,475,Kurkimäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061.0,3031.0,2994.0,2955.0,2881.0,2825.0,2730.0,2772.0,2729.0,2688.0,2698.0,2748.0,2720.0,2700.0,2734.0,2738.0,2728.0,2731.0,2956.0,3261.0,3281.0,3177.0,3118.0,2974.0
175,704,Vuosaari,,,,,8368.0,12745.0,13643.0,14348.0,14810.0,14921.0,15228.0,15528.0,15229.0,14926.0,14654.0,14400.0,14144.0,14026.0,14074.0,14420.0,14570.0,14509.0,14424.0,14225.0,14102.0,13950.0,13932.0,14016.0,13813.0,13831.0,15899.0,18059.0,19069.0,20907.0,22669.0,23483.0,23978.0,24057.0,25247.0,27509.0,28735.0,30132.0,30945.0,31948.0,32956.0,33988.0,35010.0,35702.0,35826.0,35791.0,35943.0,36691.0,36832.0,37111.0,37841.0,38155.0,38654.0,38962.0,39024.0,38961.0,38657.0,38790.0
176,541,Keski-Vuosaari,,,,,8368.0,12745.0,13643.0,14348.0,14810.0,14921.0,15228.0,15528.0,15229.0,14716.0,14514.0,14294.0,14060.0,13958.0,14013.0,14360.0,14543.0,14475.0,14390.0,14191.0,14071.0,13918.0,13903.0,13762.0,13540.0,13105.0,13199.0,13119.0,13035.0,12772.0,12776.0,12903.0,12831.0,12704.0,10393.0,11486.0,11828.0,12317.0,12407.0,12568.0,12986.0,13166.0,13415.0,13598.0,13569.0,13535.0,13543.0,13677.0,13608.0,13595.0,13917.0,13949.0,13897.0,13946.0,14015.0,14078.0,13921.0,13958.0
177,542,Nordsjön kartano,,,,,,,,,,,,,,11.0,6.0,7.0,27.0,30.0,31.0,31.0,,3.0,5.0,4.0,4.0,5.0,6.0,233.0,246.0,267.0,20.0,18.0,18.0,17.0,18.0,19.0,14.0,12.0,10.0,12.0,12.0,12.0,22.0,22.0,23.0,22.0,6.0,6.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,4.0
178,543,Uutela,,,,,,,,,,,,,,199.0,134.0,99.0,57.0,38.0,30.0,29.0,27.0,31.0,29.0,30.0,27.0,27.0,23.0,21.0,27.0,28.0,27.0,23.0,25.0,22.0,24.0,26.0,33.0,29.0,11.0,11.0,16.0,16.0,14.0,15.0,13.0,13.0,7.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0
179,544,Meri-Rastila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.0,2592.0,4047.0,4660.0,4817.0,4935.0,5218.0,5378.0,5334.0,5336.0,5340.0,5163.0,5097.0,5057.0,5045.0,5027.0,5125.0,5102.0,5228.0,5224.0,5161.0,5166.0,5261.0,5277.0,5258.0,5251.0,5327.0,5414.0,5389.0,5440.0,5252.0,5152.0,5231.0
180,545,Kallahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,61.0,852.0,1331.0,3279.0,4916.0,5317.0,5722.0,5978.0,6941.0,7366.0,7242.0,7338.0,7191.0,7175.0,7127.0,7125.0,6942.0,6985.0,6991.0,6970.0,6992.0,6936.0,6887.0,6919.0,6897.0,6854.0,6853.0,6841.0,6833.0,6758.0,6673.0,6511.0
181,546,Aurinkolahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,167.0,488.0,1066.0,2018.0,2831.0,3491.0,4268.0,5288.0,5647.0,5821.0,5890.0,6021.0,6623.0,6869.0,7170.0,7437.0,7695.0,7841.0,8033.0,8035.0,8051.0,7996.0,8172.0
182,547,Rastila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2530.0,3115.0,3973.0,4274.0,4228.0,4292.0,4289.0,4269.0,4250.0,4229.0,4209.0,4226.0,4212.0,4181.0,4165.0,4162.0,4332.0,4323.0,4642.0,4745.0,4694.0,4814.0,4908.0,4907.0
183,548,Niinisaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,13.0,12.0,8.0,,,,,,,,,5.0,19.0,,,,,,,,,
184,549,Mustavuori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,8,Östersundomin suurpiiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.0,2113.0,2116.0,2121.0,2119.0,2094.0,2063.0,2056.0,2044.0,2007.0,1944.0,1866.0,1830.0,1809.0,1785.0
186,801,Östersundom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.0,2113.0,2116.0,2121.0,2119.0,2094.0,2063.0,2056.0,2044.0,2007.0,1944.0,1866.0,1830.0,1809.0,1785.0
187,550,Östersundom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,548.0,546.0,527.0,542.0,538.0,529.0,533.0,530.0,523.0,497.0,471.0,451.0,459.0,440.0
188,560,Salmenkallio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,37.0,37.0,38.0,38.0,40.0,33.0,33.0,28.0,27.0,34.0,30.0,29.0,26.0,28.0
189,570,Talosaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,66.0,60.0,62.0,58.0,87.0,62.0,62.0,62.0,64.0,60.0,58.0,57.0,57.0,56.0
190,580,Karhusaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,410.0,415.0,429.0,432.0,406.0,420.0,428.0,442.0,418.0,412.0,405.0,394.0,404.0,421.0
191,591,Landbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.0,857.0,865.0,875.0,866.0,841.0,840.0,817.0,795.0,788.0,767.0,733.0,737.0,703.0,683.0
192,592,Puroniitty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,195.0,193.0,190.0,183.0,182.0,179.0,183.0,187.0,187.0,174.0,169.0,162.0,160.0,157.0
